id,frequency
valstijų prezidento,71
valstybių atstovai,71
valstybė tai,71
valstybės sektoriuje,71
vardija kad,71
varžybose jau,71
varžėsi su,71
veikia daugiau,71
veikia labai,71
veikla būtų,71
veiksmų sirijoje,71
ventės rago,71
verslo atstovais,71
verslą lietuvoje,71
vertinant iš,71
vidaus vandens,71
vien šiemet,71
vieneriomis rungtynėmis,71
vieni ar,71
vienos komandos,71
vienu sakiniu,71
vieta iš,71
vietoje gali,71
vietą lietuvos,71
viešieji ryšiai,71
viešnia iš,71
vilnius jei,71
virškinimo sistemą,71
visi pagrindiniai,71
visiškai nerūpi,71
viskas su,71
visos sistemos,71
visus mano,71
visus sunkumus,71
visą komandą,71
visų akys,71
visų kandidatų,71
visų nuostabai,71
vladimiras micovas,71
volkswagen koncerno,71
vos porai,71
vyko atkakli,71
vyko tarp,71
vykusiose klasikinėse,71
vyras man,71
vyras o,71
vyresniems žmonėms,71
vėlesniais metais,71
vėlyvą rudenį,71
vėlyvą vakarą,71
williams pilotas,71
world cup,71
yra atliekamas,71
yra atliekami,71
yra informacijos,71
yra išskirtinai,71
yra kalti,71
yra kritinė,71
yra neblaivus,71
yra niekas,71
yra patvirtinusi,71
yra privalumas,71
yra stipresnė,71
yra turėti,71
zelionos guros,71
čekija 7,71
čempionato lyderiai,71
čia esu,71
į 16,71
į ambasadą,71
į bylos,71
į būsimą,71
į dopingo,71
į draudimo,71
į galvas,71
į milaną,71
į miško,71
į nemokamą,71
į pranešimus,71
į privačias,71
į rinkėjų,71
į tolimąjį,71
į uždarą,71
į vaiką,71
į vairuotojo,71
į šuns,71
įdėjo į,71
įgulos narys,71
įmonės iš,71
įrodys kad,71
įsigyti ne,71
įsitraukimo į,71
įstatymų pakeitimai,71
įvairių kūno,71
įvairių tautybių,71
įvykti ir,71
įvykusios avarijos,71
šalia esančios,71
šalies ateities,71
šalies ekonominė,71
šalies jaunimo,71
šalies nepriklausomybės,71
šalies politikai,71
šaltinius ir,71
šalyse tačiau,71
šaukti kad,71
ši frazė,71
šiaulių ligoninę,71
šiaurės vakarinėje,71
šie reikalavimai,71
šimašius ir,71
šio eksperimento,71
šio kelio,71
šio posto,71
šio turto,71
šioje sferoje,71
šios katastrofos,71
šios pareigos,71
širdis geidžia,71
šis rašinys,71
šis vardas,71
šiuos komentarus,71
šią grupę,71
šią priemonę,71
šių nusikaltimų,71
šokių ir,71
šturmą ir,71
šį ir,71
šį objektą,71
šį rezultatą,71
ūgio amerikietis,71
ūkinė veikla,71
ūkio ministre,71
žais europos,71
žaneiro olimpiadą,71
žemesnio rango,71
žemės savininkų,71
žengti dar,71
ženklas išgirsti,71
žiniasklaidos priemonėms,71
žmogus gauna,71
žmogų kuriam,71
žmones ar,71
žmonių atžvilgiu,71
žmonių ne,71
žmonių nuomonės,71
žmonių pranešė,71
žmonių sako,71
žmonių saugumui,71
žmonės nes,71
žuvo 11,71
žuvo dešimtys,71
žvejybos įrankiai,71
žūsta žmonės,71
"1,5 euro",70
10 ajame,70
1000 gyventojų,70
110 ag,70
12 24,70
14 nugalėjo,70
17 6,70
19' 1,70
1996 ųjų,70
2 22,70
2 įvarčiai,70
"2,1 mln.",70
2/5 dvitaškiai,70
20 35,70
20 ojo,70
200 kg,70
2001 2002,70
2009 2013,70
2020 aisiais,70
21 metus,70
21 tašku,70
22 taškais,70
24 o,70
25 32,70
25 žmonės,70
27 14,70
290 tūkst.,70
3 20,70
3 balai,70
3 val,70
40 sek.,70
400 metų,70
58 tūkst.,70
64 ą,70
7 nugalėjo,70
7/8 baudos,70
77 ą,70
8 oji,70
80 km/val.,70
86 metų,70
a. mazuronis,70
abu klubai,70
ag variklis,70
agentūra bns,70
agentūra standard,70
aikštelėje buvo,70
aišku dar,70
aišku iš,70
aišku jie,70
akcijų metu,70
akis o,70
aktyviais veiksmais,70
alkoholio vartojimu,70
amžiaus žmogus,70
angelai merkel,70
anglijos bankas,70
anksčiau savo,70
anot politologo,70
ant kairės,70
ant motociklo,70
ant vinies,70
anthony townsas,70
antradienį bus,70
antrojo pagal,70
antrojo vaiko,70
apie 18.30,70
apie darbuotojų,70
apie daugybę,70
apie rinkimų,70
apie tos,70
apie vyrų,70
apie įtarimą,70
apklaustų gyventojų,70
aplinkos ministrą,70
apmokamo darbo,70
apygardos valdybos,70
apčiuopiamos naudos,70
ar atlikti,70
ar eiti,70
ar panašių,70
ar patirtimi,70
ar ukrainos,70
ar šiaurės,70
asmeninę nuomonę,70
asociacijos lietuvos,70
atakas iš,70
ateis diena,70
ateitis ir,70
ateityje planuojama,70
atidarymo dieną,70
atliko daugiau,70
atlikti daug,70
atrodo keista,70
atrodo labiau,70
atsakingo verslo,70
atsakomybės pagal,70
atsakyta kad,70
atsilieka 1,70
atsiprašau už,70
atsirastų ir,70
atsisakė pasirašyti,70
atsitiesė ir,70
atvažiavus į,70
atvykusių į,70
aukštis siekia,70
austrija 1,70
automobilius iš,70
automobilių klubo,70
aš kalbėjau,70
aštuntąją vietą,70
baigia savo,70
baudą bei,70
baudžiamąsias bylas,70
bausmes už,70
bausmė jos,70
bausmės tikslai,70
be išankstinio,70
be žmonių,70
bedarbio pašalpos,70
bei užsitikrino,70
beissoul einius,70
belgijos policija,70
bendradarbiavimo tarp,70
bendras rezultatas,70
bendraus su,70
bendrosios įskaitos,70
bendrovėje dirba,70
bendruomenės pirmininkas,70
berankio ir,70
berniukas ir,70
beržų g.,70
bet nenoriu,70
branduolinės jėgainės,70
brangu ir,70
bruto darbo,70
bus kreipiamasi,70
bus montuojamas,70
buvimas kartu,70
buvo gaminamas,70
buvo geresni,70
buvo grąžinta,70
buvo ilgai,70
buvo pagerbti,70
buvo pakeltas,70
buvo panašūs,70
buvo sprendžiama,70
buvo užsiminta,70
buvo įsitikinusi,70
buvo įvertintos,70
būna dar,70
būtent jums,70
būti kitoks,70
būti nubausti,70
būti sakė,70
būti tikra,70
būti vadinama,70
būtina pasirūpinti,70
būtų sumažintas,70
ceremonija vyks,70
city operos,70
d ketvirtadienį,70
dabar atsirado,70
dabar dirbu,70
dalyvauja tik,70
dalyvių liko,70
dar prisimena,70
dar rugpjūčio,70
dar vadinamą,70
dar veikia,70
darbo santykiams,70
darbo tvarkos,70
darbuotojų skaičiaus,70
darbuotojų trūkumas,70
daroma dėl,70
daryti daugiau,70
daug mano,70
daugeliui atrodo,70
daugiau kamuolių,70
daugumos jų,70
davė savo,70
dažnai vyksta,70
deividas margevičius,70
delfi nurodė,70
delfi pavyko,70
departamento duomenys,70
departamento vilniaus,70
detalių nepateikė,70
devils ledo,70
dešimtimis tūkstančių,70
dešimtys milijonų,70
didelis todėl,70
didesnių atlyginimų,70
didžiausia rizika,70
didžiausia vertybė,70
didžiausias lietuvoje,70
dieną 20,70
dieną europos,70
dirbantis su,70
dirbo tik,70
diskusijų su,70
dolerių ketvirtadienį,70
dolerių į,70
domėjosi ir,70
draugauja su,70
draugus ar,70
draugą kuris,70
du pastaruosius,70
du policininkai,70
du zuikius,70
dugną ir,70
dulkių ir,70
duomenų analizė,70
dusyk prasižengė,70
dvejomis rungtynėmis,70
dviejų moterų,70
dvitaškiai 4/5,70
dvynių ženklu,70
dwane'as casey,70
dėka buvo,70
dėl kremliaus,70
dėl netinkamų,70
dėl įstatymų,70
dėlto aš,70
dėlto nėra,70
dėstė j.,70
e tron,70
edwardas lucasas,70
eikite į,70
ekipos atstovas,70
ekipos žaidėjas,70
ekonomikoje ir,70
ekonomikos krizės,70
ekonomikos sektorius,70
eksporto rinkų,70
ekstremalaus sporto,70
elektros skirstymo,70
energijos kiekis,70
esmė kad,70
esu tokia,70
esą nebuvo,70
etapas bus,70
etapas kai,70
eur bauda,70
eurų grynojo,70
evaldas kairys,70
exit vasaros,70
faktines aplinkybes,70
federacijos lasf,70
finansų analitikas,70
fondo vadovas,70
forumas scanorama,70
futbolo rinktinę,70
g. navaitis,70
gali atsieiti,70
gali gabenti,70
gali praeiti,70
gali slypėti,70
gali vadintis,70
galima patirti,70
galima sėkmingai,70
galime pastebėti,70
galimybė dirbti,70
galite dalyvauti,70
galite tikėtis,70
galėjo matyti,70
gana to,70
garsūs lietuvos,70
gatvėje o,70
gaus tik,70
gausu vitamino,70
gausų būrį,70
geografinė padėtis,70
geopolitinė įtampa,70
gerai veikia,70
geriau pradėjo,70
geriausio metų,70
germain klubas,70
gerti vandenį,70
gilles simon,70
gink dieve,70
ginkluotos grupuotės,70
ginčytis su,70
girėno stadionas,70
graikijai ir,70
graži bet,70
greičiau pradėti,70
greta jų,70
gretose yra,70
grupėje nugalėjo,70
grupės iš,70
grįš prie,70
grįžo tik,70
gynybos ministrui,70
gyvena iki,70
gyvena vos,70
gyvenančių asmenų,70
gyvenime tiek,70
gyvenimus ir,70
gyventojai bet,70
gyventojus kurie,70
gyventojų tenka,70
gėrimus ir,70
honda 1,70
house of,70
iki ir,70
iki pirmos,70
iki pusfinalio,70
il 20,70
iliuzijų kad,70
imtis verslo,70
indija ir,70
indrė burlinskaitė,70
infliacijos lygio,70
informacijos internete,70
informacijos kreipkitės,70
informacijos kurią,70
informacines technologijas,70
informatikos fakulteto,70
informuoja jog,70
interfax citavo,70
interneto banko,70
ir 2003,70
ir atleidimo,70
ir būčiau,70
ir danija,70
ir darys,70
ir dešimtys,70
ir dramos,70
ir draugas,70
ir druską,70
ir gaila,70
ir gale,70
ir generalinė,70
ir gyvas,70
ir išlaikė,70
ir išskirtinis,70
ir jaunųjų,70
ir juokinga,70
ir kaltino,70
ir karinį,70
ir likusios,70
ir lėktuvų,70
ir motyvacija,70
ir motyvuoti,70
ir naujausias,70
ir nemoka,70
ir nemuno,70
ir nepraleido,70
ir neslėpė,70
ir netikėtas,70
ir objektyviai,70
ir pasakys,70
ir patarimai,70
ir pavojingos,70
ir pinigais,70
ir politikams,70
ir praktika,70
ir pramogoms,70
ir protą,70
ir reaguoti,70
ir religinių,70
ir rinkti,70
ir rygoje,70
ir specialios,70
ir sportininkų,70
ir suformuoti,70
ir susirasti,70
ir tarptautinėse,70
ir teises,70
ir teisingumui,70
ir teismai,70
ir tradicijų,70
ir trečiąjį,70
ir vertinant,70
ir vyrus,70
ir šeštą,70
ir šokio,70
islamistų grupuotės,70
itin atsakingai,70
itin aukšto,70
itin dideliu,70
itin sudėtingas,70
itin svarbių,70
iš 300,70
iš balkono,70
iš galimybių,70
iš geros,70
iš padėties,70
iš partijų,70
iš praėjusio,70
iš vienuolikos,70
iš ūkininkų,70
išgirdusi kad,70
išgyventi iš,70
išlįsti iš,70
išsigando kad,70
išėjimą iš,70
j bushas,70
j. šuklinas,70
jam geriausiai,70
jam pritrūko,70
jas nuo,70
jau antrąjį,70
jau matyti,70
jau puikiai,70
jau pusantrų,70
jau siekia,70
jaunam vyrui,70
jaunimo sąjungos,70
jauną moterį,70
jausmo kad,70
jaučiasi taip,70
jav senatorius,70
jei kiltų,70
jei nuolat,70
jei šalis,70
jeigu kyla,70
jeigu niekas,70
jeigu nieko,70
jenos atžvilgiu,70
ji gauna,70
ji greitai,70
ji itin,70
ji mėgsta,70
ji paprašė,70
ji suteikia,70
jie kol,70
jie kreipėsi,70
jie negalės,70
jie nė,70
jis akivaizdžiai,70
jis asmeniškai,70
jis bijo,70
jis džiaugėsi,70
jis kainuoja,70
jis ką,70
jis pabėgo,70
jis prašo,70
jo autorius,70
jo darbų,70
jo galimybes,70
jo gimimo,70
jo iniciatyva,70
jo rinkimų,70
jo vairuojamas,70
jog esi,70
jog klaipėdos,70
jog negali,70
jog svarbiausia,70
john isner,70
jokių ryšių,70
jos kolegė,70
jr motorsport,70
juk jų,70
juk kartais,70
julia janus,70
juodoji bedugnė,70
juodojo humoro,70
juos kad,70
juos prie,70
jurijus kendyšas,70
jėgos panaudojimo,70
jūs gyvenate,70
jūs puikiai,70
jūsų šalies,70
jų kalba,70
jų netgi,70
jų sąjungininkai,70
k. dombrovskis,70
k. jonaitis,70
k. smirnovas,70
kad 15,70
kad buvusio,70
kad dažniau,70
kad fed,70
kad graikai,70
kad gyvūnų,70
kad komandai,70
kad konstitucijos,70
kad kuris,70
kad londonas,70
kad pasitaiko,70
kad sgd,70
kad ugnis,70
kad valdantieji,70
kadangi su,70
kadangi ten,70
kadangi šie,70
kai didžioji,70
kai kainos,70
kai tėvas,70
kai visą,70
kaimų gyventojai,70
kaip atsakas,70
kaip derėtų,70
kaip kitų,70
kaip norite,70
kaip pirmą,70
kaip verslo,70
kalta ir,70
kaltinimai pareikšti,70
kaltė dėl,70
kalėdų seneliu,70
kam reikalingas,70
kam rūpi,70
kampaniją sirijoje,70
kamuoliai ir,70
kamuolį išprovokavo,70
karaliaučiaus srities,70
karcher futuretech,70
karinį lėktuvą,70
karo metų,70
kartu nes,70
kartus laimėjo,70
kartą esame,70
kartą kad,70
kartą kreipėsi,70
kas didesnę,70
kas geriausiai,70
kas mažesnė,70
kas vairavo,70
kauno klube,70
kažką ne,70
keliais būdais,70
keliolikos minučių,70
keliomis dešimtimis,70
kelionių metu,70
kelionę aplink,70
kepimo indą,70
ketina daryti,70
ketina imtis,70
keturiais taškais,70
ketvirtadienį savo,70
ketvirtadienį žinių,70
ketvirtfinalio etapo,70
ketvirtfinalyje susitiks,70
ketvirtojo ketvirčio,70
kiek konkrečiai,70
kiek tau,70
kiekvienas pilietis,70
kiekvieną penktadienį,70
kilti karjeros,70
kim ir,70
kino juostoje,70
kitos merginos,70
kitu ir,70
kitus svarbius,70
kitų alternatyvų,70
kitų daiktų,70
klaipėda ir,70
klausimas kalbėjo,70
klube mojo,70
km iš,70
ko norėjo,70
kodekse yra,70
kodėl turėtume,70
kodėl už,70
kodėl žmogus,70
kokiais iššūkiais,70
kokios jų,70
kokios kitos,70
kokių rezultatų,70
kol suminkštės,70
komanda prieš,70
komisijos vadovo,70
kompetenciją ir,70
komunikacijos grupės,70
komunikuoti su,70
koncertų metu,70
konfederacijos pirmininkas,70
konkursą laimėjusi,70
konkursą į,70
konstitucijos 12,70
kontrolės punktą,70
korėjos pusiasalyje,70
kostiumus ir,70
kostiumų dailininkė,70
kraštutinė priemonė,70
kremliaus ir,70
krepšininkai savo,70
krepšininkų ir,70
krepšinio centre,70
krepšinio turnyrą,70
kristina kaikarienė,70
kritikos kad,70
kritikos strėlių,70
ktu profesorius,70
kultūros sostinės,70
kuo iš,70
kuo žmogus,70
kuomet bus,70
kur eina,70
kur lietuvoje,70
kur prie,70
kur stovi,70
kur vyrauja,70
kuri lietuvoje,70
kuri sudaro,70
kuri valdo,70
kuriame nurodyta,70
kurias bus,70
kurie bijo,70
kurie naudojami,70
kurios skatina,70
kuris jus,70
kuris vadinasi,70
kuriuo momentu,70
kurių darbo,70
kurių niekada,70
kurį galite,70
kuznecova rusija,70
kvalifikacijos darbuotojų,70
kvietė į,70
ką jūsų,70
ką rinktis,70
kūno linijų,70
labai gero,70
labai kenkia,70
labai žemas,70
labiau didina,70
labiau linkęs,70
laikais žmonės,70
laikas gali,70
laikinai sustabdyti,70
laiką kad,70
laiką į,70
laisvės alėją,70
lango stiklą,70
lankytojo bilietą,70
lapkritį kai,70
laukus ir,70
le figaro,70
leidžia jam,70
leiskite jam,70
lenda į,70
lengva nebuvo,70
lenktynes laimėjo,70
lenktynių tour,70
lenkų rusų,70
liaudies frontas,70
liaudies respublikoje,70
lietuva 2014,70
lietuva neteko,70
lietuvai būtų,70
lietuvai kaip,70
lietuvių tautai,70
lietuvoje nei,70
lietuvoje tad,70
lietuvos radijui,70
lietuvos sportininkė,70
lietuvos vaikai,70
liko ne,70
liko paskutinė,70
liko viena,70
likti es,70
lilas ir,70
lkl tv,70
londone gyvenanti,70
lyties atstoves,70
lėšų kad,70
m taip,70
m. pavasario,70
m. vidurio,70
magnetinį lauką,70
maistinės medžiagos,70
majoras jonas,70
mano sprendimas,70
manuelis calderonas,70
manęs klausė,70
martyna petrėnaitė,70
maskvos įvykdytos,70
massa williams,70
mačo dėl,70
mažiausiai uždirbančių,70
mažinimo ir,70
me home,70
medalius laimėjo,70
medžiagomis be,70
menchengladbacho borussia,70
menų ir,70
menų spaustuvės,70
mes laikomės,70
mes negalėjome,70
metais d.,70
metais paskelbė,70
metais vyko,70
metant svorį,70
metrų atstumo,70
metu viskas,70
metu žiūrovai,70
metus daugiau,70
metus vidutiniškai,70
metų geriausias,70
metų labai,70
metų vaiką,70
metų verslininkas,70
miesto aikštėje,70
miesto pirmojo,70
miesto sporto,70
miestuose yra,70
migrantų antplūdžio,70
milijonus kartų,70
ministerija primena,70
ministerijos pareigūnai,70
ministrė a.,70
ministrų ir,70
minučių pelnydavo,70
minučių trukusios,70
mitas apie,70
mitsubishi pajero,70
mln. rinkėjų,70
mobilioji programėlė,70
mokslininkas ir,70
mokslui ir,70
molotovo ribentropo,70
momentu kai,70
monikos linkytės,70
moteris negali,70
moteris tačiau,70
moterį su,70
multimedijos sistema,70
mums sunku,70
mus bet,70
mus veikia,70
music awards,70
muzikos apdovanojimai,70
mėlynų akių,70
mėn. buvo,70
mėnesį vidutiniškai,70
mėnulio tranzito,70
mūsų karių,70
mūsų miesto,70
mūsų organizme,70
mūsų piliečiai,70
mūsų politikų,70
mūsų saulės,70
n. laprovittola,70
nacionalinį parką,70
nadija savčenko,70
naftos eksporto,70
namuose 0,70
narkotikų kontrabandos,70
nato plėtra,70
natūralus procesas,70
nauja technologija,70
nauja valdžia,70
naujas dainas,70
naujas lietuvos,70
naujasis prezidentas,70
naujus žmones,70
naujų įdomių,70
nebuvo didelis,70
nebūtinai bus,70
nedelsiant imtis,70
negailėjo pagyrų,70
nei atrodo,70
nei valstybės,70
nei visos,70
nei vyrams,70
neigiamą atsakymą,70
nematau jokių,70
nenoriu pasakyti,70
nepelnė nė,70
nepriklausomų ekspertų,70
nereikėtų daryti,70
nereikėtų nes,70
nes tėvai,70
net neabejoja,70
neturėjo nė,70
neturėjo įtakos,70
netyla kalbos,70
nežino kodėl,70
nieko nevyksta,70
nieko pakeisti,70
nieko įtartino,70
niekuo nenusileidžia,70
niko tokičius,70
nobelio ekonomikos,70
nordea ekonomistas,70
nori kažką,70
nori pamatyti,70
noriu dar,70
nors lietuviai,70
nors mums,70
nors nauja,70
nors turėtų,70
norėjau ir,70
nukentėjo dėl,70
numatytu laiku,70
numeriu ir,70
nuo aplinkybių,70
nuo bendros,70
nuo dabartinių,70
nuo grindų,70
nuomos mokestį,70
nusinešė mažiausiai,70
nusprendė pakeisti,70
nusprendė skirti,70
nuėjo pas,70
nė menkiausio,70
nėra aiškiai,70
nėra malonu,70
nėra patvirtinta,70
nėra valstybės,70
o 100,70
o 50,70
o automobilių,70
o europoje,70
o rugpjūčio,70
o stoxx,70
o visuomenė,70
odeta bložienė,70
oralinio sekso,70
organizacijas ir,70
organizavimą ir,70
organizuoja kauno,70
orų prognozė,70
p. bakaitė,70
p. dimšos,70
pabaigoje kuomet,70
pabaigos tačiau,70
padaryti neįmanoma,70
padeda pasiekti,70
padidino persvarą,70
padidėjo daugiau,70
padėti spręsti,70
pagal statistiką,70
pagal šių,70
pagrindinio laiko,70
pagrindinio ugdymo,70
pagrindinis ir,70
pagrindinė šio,70
pagrindo abejoti,70
pajamų per,70
pajėgų dislokavimo,70
pakilti ir,70
pakrančių sargybos,70
palankiai vertino,70
palietė ir,70
pamatys kad,70
papildomų rūpesčių,70
papuola į,70
pardavimo sutartis,70
pareigoms užimti,70
pareigūnai gavę,70
pareigūnai teigė,70
pareigūnų žiniomis,70
pareigų dėl,70
pareiškimas dėl,70
parkavimo vietų,70
parodyti kas,70
partijos kolegos,70
paryžiaus mados,70
pas kurią,70
pasak pareigūno,70
pasakojimus apie,70
pasakoti kaip,70
pasaulio lengvosios,70
pasaulio sklandymo,70
pasaulyje dar,70
pasiekti kuo,70
pasiektą susitarimą,70
pasimokė iš,70
pasirašyti asociacijos,70
pasirašė ir,70
pasitaiko tokių,70
pasiteisino ir,70
paskambinti į,70
paskutinius tris,70
paskyroje pasidalijo,70
paslaugų centrai,70
paslaugų teikimas,70
paslaugų įmonės,70
pat bet,70
pat dydžio,70
pat kartais,70
pat patyrė,70
pat stipriai,70
pat sunku,70
pati idėja,70
pati įmonė,70
paties miesto,70
patiria daug,70
pats darbymetis,70
patvirtino naują,70
pavargęs ir,70
paveikė ir,70
pačiame vilniaus,70
pačiu yra,70
pažiūrėtume į,70
pažvelgę į,70
pažįstami ir,70
peiliu į,70
penktadienį jav,70
pensinis amžius,70
per dideliu,70
per es,70
per gana,70
per jau,70
per sunkus,70
perd 5,70
pergalę savo,70
pernai taip,70
philipas breedlove'as,70
pinganti nafta,70
pinigų kurie,70
pirkimo sutartį,70
pirkėjų ir,70
pirkėjų iš,70
pirmininkas martinas,70
plastikos chirurgus,70
plinta ir,70
po sporto,70
po šešias,70
pokalbio pabaigoje,70
policijos pagalbos,70
policijos reidą,70
politikos ekspertai,70
politines pažiūras,70
populiarūs ir,70
posėdyje taip,70
poveikis gali,70
pradėjo važiuoti,70
pradėti statyti,70
pradžioje ji,70
pradžių atrodė,70
praktinių žinių,70
prarado net,70
prasižengė 4,70
prašymas dėl,70
prekybos vietas,70
premjeru ir,70
prezidentas xi,70
prezidentu buvo,70
pridūrė pareigūnas,70
prie klausimo,70
prieiti ir,70
prielaidas kad,70
prieš devynerius,70
prieš kristų,70
prieš pasirodymą,70
prieš penkias,70
priežasčiai nustatyti,70
priimtas dar,70
priimti teisingus,70
pririštas prie,70
prisimenu kai,70
pristato ir,70
privačios įmonės,70
proc. riebumo,70
produkciją iš,70
prognozuoti ar,70
projektu siekiama,70
prokuratūros prašymą,70
protarpiais palis,70
puikiai kalba,70
puikios nuotaikos,70
puikių progų,70
pusfinalio rungtynės,70
puslapį ir,70
pusmetį buvo,70
pusę minutės,70
putinas nurodė,70
qaeda ir,70
qualcomm snapdragon,70
r. gutauskas,70
r. tuminas,70
r. šimašiui,70
rados pirmininkas,70
rajonuose kur,70
rankomis o,70
rasti daug,70
rasti sau,70
ratais ir,70
rašyti el.paštu,70
regionas yra,70
regioninės politikos,70
reikalavimus o,70
reikalų komisijos,70
reikia atskirti,70
reikia kur,70
reikia peržiūrėti,70
reikia sutvarkyti,70
reikia visiems,70
reikėtų pasirūpinti,70
rengimo centro,70
renginiai ir,70
renginio dalyvius,70
rezultatas gali,70
richard gasquet,70
rikiuotė atp,70
rimti nemalonumai,70
rinkimų akciją,70
rokas suslavičius,70
rosbergas mercedes,70
rungtyje užėmė,70
rungtynes bet,70
rungtynes savo,70
rungtynių laikas,70
rungtynėse po,70
rusija po,70
rusijos akcijų,70
rusijos ambasadorių,70
rusijos grėsmė,70
rusijos prancūzijos,70
rytinių ukrainos,70
rytis juknevičius,70
rytų jeruzalėje,70
rūpi kad,70
rūta elžbieta,70
s dariaus,70
s. šedbaras,70
sako politikas,70
sakė kitas,70
santuoką ir,70
saugaus vairavimo,70
saugumo pareigūnų,70
saugų eismą,70
sausį buvo,70
savo apsisprendimą,70
savo atžalą,70
savo gimtajame,70
savo gyvybėmis,70
savo istorijoje,70
savo lovoje,70
savo oficialioje,70
savo partnerius,70
savo reikalais,70
savo rezultatą,70
savo simpatijas,70
savo verslus,70
savo įtaka,70
seimo kadencijos,70
sekmadienį svečiuose,70
seksą su,70
seni ir,70
senąjį žemyną,70
sezoną yra,70
shuai kinija,70
siūloma atsisakyti,70
skaičius 5,70
skaičius didėja,70
skiria daugiau,70
skiriamas ir,70
skirtumus ir,70
skyrybas su,70
skysto vandens,70
slovjansko miesto,70
smegenų ir,70
socialdemokratai yra,70
sodų bendrijos,70
sonny weemsas,70
spalį kai,70
sportiniais bateliais,70
sprendimai būtų,70
srautas į,70
stand up,70
standartų ir,70
statistikos biuro,70
stačiatikių bažnyčios,70
stebėjimo kameromis,70
stengėsi kad,70
stipri kad,70
stipriausių europos,70
stovėjo ant,70
straipsnis konkursui,70
studijas vilniaus,70
su aliejumi,70
su darbais,70
su dujų,70
su jaunimo,70
su pasekmėmis,70
su slovėnais,70
su teise,70
su trasa,70
su tyrimu,70
su žodžiais,70
sudaro iki,70
suderinamas su,70
sudėtingas klausimas,70
sugrįžę į,70
suimti ir,70
sulaukiau skambučio,70
sunku bus,70
sunku priimti,70
surengė ir,70
surinko 8,70
susidaryti įspūdį,70
susilaikė nuo,70
susitarimus ir,70
susivienyti ir,70
sutartį o,70
suteikė jam,70
suteikė progą,70
suvokti ką,70
sušvelnino rezultatą,70
sužais po,70
sužeisti pranešė,70
svarbi kaip,70
svarbu išsiaiškinti,70
svarbūs dalykai,70
svyruoja tarp,70
sąlyga yra,70
sąskaitoje per,70
sėklų ir,70
t. dobrovolskio,70
ta lietuva,70
tad svarbu,70
tad tenka,70
tada juos,70
tada mane,70
tai atsilieps,70
tai beje,70
tai geriausiai,70
tai keičia,70
tai nežinau,70
tai reikėjo,70
tai teko,70
tai unikalus,70
tai ypatingas,70
taigi gali,70
taip kalbėti,70
taip mums,70
taisyklių kurios,70
tapo jos,70
tapo tradicija,70
tarnyba buvo,70
tarnyba prie,70
tarnybos fst,70
tarp 0,70
tarp jaunų,70
tarp šio,70
tarptautinio lygio,70
taryba patvirtino,70
tas momentas,70
tauragės rajone,70
tauta turi,70
tačiau antrame,70
tačiau bėda,70
tačiau ilgai,70
tačiau kitą,70
tačiau penktadienį,70
taškų 12,70
taškų 7,70
techninių kliūčių,70
technologija kuri,70
tegul jis,70
tegul tai,70
teisingumo frakcijos,70
teisių stebėsenos,70
teismas įpareigojo,70
teisme teigė,70
teismo pirmininkė,70
teismui per,70
teisės skyriaus,70
tekančiu vandeniu,70
teko atsisveikinti,70
teko grįžti,70
teko priimti,70
teks priimti,70
televizijos realybės,70
televizijos serialo,70
ten daugiau,70
tenka atsakomybė,70
tenka spręsti,70
teorinės fizikos,70
terminą ir,70
the national,70
thomas de,70
thunder kevinas,70
tie žodžiai,70
tiek mažesnis,70
tiek pats,70
tiek r.,70
tiekimą ir,70
tiesa anot,70
tiesa jeigu,70
tiesiausias kelias,70
tiesiog ne,70
tiesiog norėjo,70
tiesus kelias,70
tiesų mes,70
tik blogiau,70
tik kalba,70
tik kaune,70
tik laikas,70
tik moteris,70
tiki savo,70
tikrai esame,70
tikrai smagu,70
tikslas patekti,70
tinkamu metu,70
tinklai yra,70
tiškevič hasanova,70
to namo,70
to siekia,70
to visada,70
tobulėja ir,70
todėl džiaugiuosi,70
todėl pats,70
todėl turiu,70
tokias situacijas,70
tokio automobilio,70
tokios taisyklės,70
tokios valstybės,70
toks automobilis,70
toks kuris,70
tokį kiekį,70
toliau viskas,70
tolyn į,70
tradiciškai yra,70
trečiadienį paragino,70
trečią valandą,70
trečiąsias vietas,70
truko net,70
tu jį,70
tuo gali,70
tuo jau,70
tuo kuris,70
turi atlyginti,70
turi darbą,70
turi informacijos,70
turi mokytis,70
turi tokias,70
turi unikalią,70
turi į,70
turime išmokti,70
turint mintyje,70
turizmo sektorius,70
turizmo sodyboje,70
turnyro aštuntfinalio,70
turėti vieną,70
turėtų apsispręsti,70
turėtų atsisakyti,70
turėtų ką,70
turėtų trukti,70
tyla ir,70
tą kurį,70
tą vaiką,70
tūkstančio kilometrų,70
uefa moterų,70
universiteto botanikos,70
universiteto profesoriaus,70
už dopingo,70
už prieinamą,70
už sunkų,70
užsidirbti iš,70
užsukę į,70
užėmė devintą,70
v. bottas,70
v. garasto,70
vadovas arnoldas,70
vadovas johnas,70
vadovauja vilniaus,70
vadovė rūta,70
vaidmuo buvo,70
vaikai kurių,70
vaikai tai,70
vaikinų grupės,70
vaikinų iki,70
vaizdai ir,70
vakarų žiniasklaida,70
valandas trukusio,70
valančiūnas buvo,70
valdo ir,70
valdybos viršininko,70
valgomojo šaukšto,70
valstybei yra,70
valstybinę kalbą,70
valstybė neturi,70
