Class;Text
POS;Pastaraisiais metais J. Prunskienė dirbo UAB „Ecso Holding“ valdybos nare, vadovavo UAB „Granulės“ bei UAB „Ecso“ verslo plėtrai ir ėjo UAB „Ekotarnyba“ direktorės pareigas. „Ecso“ įmonių grupėje ji buvo atsakinga už finansų planavimą bei kontrolę, aplinkos apsaugos ir apskaitos procesų politiką, kokybės valdymą, gamybos apskaitą, teisinių procesų užtikinimą ir personalo valdymą. J. Prunskienė dalyvavo šių įmonių reorganizavimo projektuose, gamybinės veiklos optimizavimo procese, personalo veiklos valdymo ir skatinimo sistemos kūrime. Per daugiau kaip 12 metų ji įgijo vertingos patirties verslo organizavimo, personalo valdymo, pokyčių inicijavimo ir vykdymo, efektyvios veiklos rodiklių siekimo ir kitose srityse, rašoma pranešime.
NEU;„Mūsų įmonės veikla susijusi su gynybos pramone, tad bankai tai vertina kaip rizikingą verslą. Jungtinėje Karalystėje registruotos įmonės vadovai ir akcininkai gyvena Lietuvoje ir nėra šalies rezidentai, todėl bankai kratosi tokių klientų, nes jiems tampa sudėtinga užtikrinti visas rizikos valdymo procedūras. Daugelis įmonių, kurios dirba gynybos pramonėje ir nėra pačios didžiausios šio verslo atstovės, susiduria su tokiomis problemomis. Be banko sąskaitos įmonė negali išmokėti atlyginimų, gauti įplaukų ir apskritai vykdyti veiklos, todėl pradėjome ieškoti banko Lietuvoje. Pasirinkome „Luminor“, kuris mums pasiūlė geriausias sąlygas, be to, šiame banke jau turėjome ir mūsų Lietuvoje registruotos įmonės sąskaitą“, – pranešime spaudai cituojama Laima Juknevičiūtė,UAB „Brolis Semiconductors“ vykdomoji direktorė.
POS;Beveik 50 įmonių pretenduoja į 150 mln. Eur Pagalbos verslui fondo finansavimą
POS;Spalį įsteigtas Pagalbos verslui fondas (PVF) sulaukė beveik pusšimčio įmonių susidomėjimo. Bendras finansinis poreikis viršija 150 mln. Eur. šiuo metu pagalba verslui labiausiai domisi tiesiogiai nuo COVID-19 nukentėję sektoriai: turizmo, aviacijos, apgyvendinimo ir maitinimo paslaugų bei gamybos ir prekybos įmonės.
POS;Vž rašė, kad šio fondo pinigai padės užtikrinti vidutinių ir didelių įmonių likvidumą , galimybes joms gauti finansavimą ir verslui greičiau atsigauti po krizės.
POS;„Atranka bus daroma remiantis kriterijais, kuriuos įsivardijome savo investavimo strategijoje. Tikslas – suteikti finansavimą toms įmonėms, kurioms labiausiai reikia. Tai yra bendrovėms, kurios šiuo metu patiria finansinių sunkumų, kurios neturi galimybių pritraukti finansavimo iš kitų šaltinių ir, žinoma, įmonėms, kurios per pandemiją nukentėjo labiausiai. Tai turizmo, kelionių, transporto ir viešojo maitinimo verslai“, – yra sakęs D. Vilčinskas.
NEU;Pagrindinis Pagalbos verslui fondo tikslas – padėti vidutinėms ir didelėms Lietuvoje veikiančioms įmonėms, susidūrusioms su COVID-19 sukeltais iššūkiais. Planuojama, kad PVF taps tvariu partneriu vidutinėms ir stambioms įmonėms, kurios negauna finansavimo iš tokias paslaugas teikiančių rinkos dalyvių. Valstybės investicijos į reikšmingas įmones prisidės prie svarbių, didelę reikšmę šalies ekonomikai turinčių verslų išsaugojimo ir atsigavimo bei atskirų ekonomikos sektorių skatinimo ir vystymosi.
POS;Pagalbos verslui fondą valdo Valstybės investicijų valdymo agentūra (VIVA). Visą informaciją apie fondo veiklą, investavimo kriterijus ir paraiškos formas galima rasti PVF interneto svetainėje (www.pvf.lt).
NEG;„Kautros“ direktorius Linas Skardžiukas sako, jog pastaruoju metu keleivių srautas siekia 25% pernykščio srauto, o įmonės nuostoliai, jau viršiję 1 mln. Eur, metų pabaigoje turėtų siekti apie 2 mln. Eur.
NEG;Tuo metu bedrovės „Toks“ vadovas Arūnas Indrašius sako, kad užsakomieji pervežimai sustabdyti nuo kovo mėnesio, 11 tarptautinių maršrutų taip pat nevyksta, išskyrus du kartus per savaitę – į Lvovą Ukrainoje. Tuo metu tarp miestų keleivių srautai krito apie 40%, todėl artimiausiu metu 11 maršrutų bus uždaryta, o kitur reisų mažės.
NEG;Lietuvos bendrovės stabdo investicijas į atsinaujinančią energetiką Ukrainoje. Geru uždarbiu viliojusi rinka nuvylė: už pagamintą elektrą susikaupė milžiniškos skolos, buvo sumažintas supirkimo tarifas.
POS;„CityBee“ sukūrė sėkmės istoriją dviejose industrijose – transporto ir skaitmeninių sprendimų. Aš turiu daug patirties abiejose srityse. Be to, tikiu, kad „CityBee“ mobilumo paslaugos, teikiamos šiandien ir ateityje, žmonių gyvenimus daro patogesniais ir laisvesniais“, – aiškino naujasis platformos vadovas.
POS;Lietuva šią savaitę ketina pasirašyti sutartį su Jungtinėmis Valstijomis dėl keturių karinių sraigtasparnių UH-60M „Black Hawk“ įsigijimo.
POS;Anot Valdemaro Rupšio, kariuomenės vado generolo leitenanto, naujieji sraigtasparniai sudarys sąlygas Lietuvos kariuomenei efektyviau vykdyti karinį rengimą, naudoti juos pėstininkų paramai iš oro teikti, nedidelių karinių vienetų greitam permetimui, medicininei evakuacijai ir kitoms užduotims.
POS;2019 m. „Vilmestos projektų“ apyvarta siekė 10,42 mln. Eur ir per metus augo 31,5%. įmonė uždirbo 1,36 mln. Eur grynojo pelno.
NEG;Artėja itin svarbus metas gamyba ir importu užsiimančioms įmonėms – ūkinės veiklos taršos deklaravimo ir mokesčių mokėjimo laikotarpis. įmonės „Baltic Recycling Group“ vadovės Ievos Redikaitės teigimu, dėl teisinių aplinkosaugos įstatymų nežinojimo arba paprasčiausiai neteisingo apskaitos vykdymo naudojant GPAIS, didelė dalis Lietuvos bendrovių sumoka per daug mokesčių.
POS;Lietuvoje daugelis privačių ir valstybinių įmonių seną kompiuterinę įrangą vis dar siunčia utilizavimui, tačiau AB “Energijos skirstymo operatorius“ (ESO) žengė „žalią“ žingsnį – 2019-ųjų metų rudenį paskelbė konkursą naudotai kompiuterinei įrangai parduoti. Elektroninį aukcioną laimėjusi įmonė UAB „IT Max“, kuri užsiima naudotos kompiuterinės įrangos pirkimu iš įmonių, džiaugiasi, kad ir valstybinės įmonės ieško alternatyvių ir inovatyvių būdų, kuriais skatina ne linijinį, o žiedinį produktų vartojimą. Vienas iš pagrindinių žiedinės ekonomikos principų yra antrinis daiktų panaudojimas. Tokiu būdu sumažinamas ne tik žaliavų, bet ir energijos eikvojimas bei išsaugoma kompiuterinė įranga, kuri puikiai veiks dar ne vienerius metus.
POS;„Kasdienėje veikloje skatiname sąnaudas ir taršą mažinančių darbo priemonių naudojimą, aktyviai ieškome būdų, kaip sumažinti energetikos objektų įtaką žmonėms ir aplinkai. Nors mūsų vykdoma veikla – elektros ir dujų skirstymas – nesukelia ženklaus neigiamo poveikio aplinkai, vis tik jis yra neišvengiamas. Dėl to planingai investuojame į aplinkai palankias modernias elektros skirstymo infrastruktūros technologijas, o kartu rūpinamės, kad veikloje naudojama elektroninė įranga sklandžiai įsilietų į žiedinės ekonomikos ciklą, darydama kuo mažesnį poveikį aplinkai ir gamtai.“, — sako ESO Finansų ir administravimo tarnybos direktorius Augustas Dragūnas.
POS;Kitų metų Lietuvos BVP augimo 3% prognozė paliekama nepakeista. Laukiama, kad 2022 m. Lietuvos ekonomikos augimas paspartės iki 3,3%, nurodoma antradienį paskelbtuose leidiniuose „Nordic Outlook“ ir „Lietuvos ekonomikos apžvalga“.
POS;„Paskelbus pirmą karantiną Lietuvoje, į galimą COVID-19 pandemijos įtaką šalies ekonomikai žvelgėme labai atsargiai, bet šalies ūkis atsilaikė daug geriau, negu baiminomės. Dabar, prasidėjus antrajam karantinui, atrodo, yra nemažai požymių, rodančių, kad bent artimiausiomis savaitėmis pandemijos įtaka ekonomikai turėtų būti gerokai mažesnė negu pavasarį“, – komentuoja Tadas Povilauskas, SEB banko ekonomistas.
NEG;„Tiems kroviniams išėjus iš Klaipėdos uosto jaustume neigiamą įtaką, bet nėra paprasta tą padaryti, ekonomiškai pačiai Baltarusijai būtų nenaudinga. Politiškai jie tą gali padaryti, bet tam reikia laiko“, – sakė Klaipėdos uosto vadovas.
NEG;Beveik 600 žmonių buvo sulaikyti per sekmadienį Baltarusijoje vykusias protesto akcijas, pranešė teisių gynimo centras „Viasna“. Anksčiau skelbta, kad sulaikyta 400 žmonių. Sulaikytųjų skaičius dar gali augti. Taikūs protestuotojai per vakar dienos susirėmimus su A. Lukašenkos režimo jėgos struktūromis buvo vaikomi vandens patrankomis, pranešama ir apie guminių kulkų panaudojimą.
POS;„Tad ir rinkiminės kampanijos prasidėjo neįprastai vėlai ir net neturėjo laiko įsibėgėti. Tikėtina, kad matysime tik vieną sėkmės istoriją – Laisvės partiją, kuri pradėjusi gana silpnai, galop jau puikiai įsivažiavo“, – pažymi M. Katkus.
POS;„Vis daugiau įmonių domisi ir didžiaisiais viešųjų debesų tiekėjais, tokiais kaip „AWS“ „Azure“ ir „Google Cloud Platform“, ir galimybėmis naudoti DevOps paslaugas, todėl praktiniam šių klausimų aspektui konferencijoje skirsime daug dėmesio“, – sako M. Maraulas.
POS;Vž rašė , kad Lietuvos banko (LB) Priežiūros tarnyba šią savaitę leido plėtrą vykdančiai UAB „PayRay“ padidinti įstatinį kapitalą nuo 20 mln. iki 36,4 mln. Eur, t. y. įregistruoti su banko įstatinio kapitalo padidinimu susijusį banko įstatų pakeitimą.
NEG;Man tiesiogiai neteko susidurti, tačiau yra Kelių direkcijoje įkurtas atskiras skyrius, kurio darbuotojai užsiims prevencija, informuos mane kaip direktorių ir kitas institucijas apie galimus pažeidimus, apie gautus signalus, kurie bus operatyviai išnagrinėti, ir spręs tuos klausimus.
POS;Kelių direkcija yra parengusi metodikas, paviešinusi prioritetines eiles. Jos viešai prieinamos direkcijos puslapyje, tai mes ir vadovaujamės tomis paviešintomis eilėmis. Pagal skirtą finansavimą tuos projektus ir įgyvendiname, toks pagrindinis mūsų principas, manau, mes jos ir laikysimės.
POS;Tokiu atveju pateiktume visą informaciją Susisiekimo ministerijai, kokia to kelio būklė, kurioje vietoje jis yra, tada bandytume spręsti alternatyvius finansavimo šaltinius ir galimus kitus projekto įgyvendinimo būdus. čia yra platesnės galimybės – yra galimybė įgyvendinti vieną ar kitą objektą prisidedant savivaldybėms ir panašiai. Viskas numatyta Kelių priežiūros ir plėtros programos finansavimo įstatyme.
NEU;Dėl Trakų rajono kelio šklėriai-Aluona, dėl kurio prokurorai neseniai nurodė ministrui atšaukti neteisėtai skirtą finansavimą. Viceministras Virgaudas Puodžiukas sako, kad yra būdų neatšaukti finansavimo ir priimti teisėtą sprendimą, tačiau laukiama direkcijos informacijos. Ką jūs siūlysite ministrui?
POS;Rekomendacija yra ministrui. Vistiek manome, kad tas projektas turi būti įgyvendintas vadovaujantis pasirašyta sutartimi (bendradarbiavimo sutartimi tarp direkcijos ir Trakų rajono savivaldybės, pagal kurią pastaroji įsipareigoja perimti kelią savo nuosavybėn, o direkcija įsipareigoja jį sutvarkyti – BNS), bent iš savo pusės nematome galimybių elgtis kitaip, kadangi Trakų rajono savivaldybė pareikalautų kompensuoti už sutarties nesilaikymą.
POS;Mintinai nepamenu, negalėčiau atsakyti (...). Aš negaliu kritikuoti ir atsakyti už tai, kas buvo pieš tai. Mes žiūrime į teisėtumą, tas objektas yra pagal pasirašytą sutartį su savivaldybe ir mes tą projektą įgyvendinsime.
POS;Anot jo, kai pagal kliento poreikius pagaminama įranga, ji išbandoma gamintojo bandymų centre, dalyvaujant užsakovui. šiuo atveju teko ieškoti kitokių sprendimų: bandymai buvo atlikti, bet „Lifosos“ specialistai stebėjo juos nuotoliniu būdu. Po sėkmingo įrangos išbandymo, ji buvo išsiųsta į Lietuvą. Nenorėdama atidėlioti projekto įgyvendinimo, įrangą AB „Lifosa“ sumontavo bendradarbiaudama su Lietuvos rangovais, bendrove „Montuotojas“.
POS;„Matome didelį pasaulinio lygio potencialą mūsų regione gimstančiuose moderniuose ir aukštą pridėtinę vertę kuriančiuose versluose“, – pranešime cituojamas Donatas Keras, „Practica Capital“ partneris.
NEU;Vž rašė, kad „Rail Balticos“ geležinkelį tiesiančios Baltijos šalys neranda kompromiso, kaip šį projektą reikėtų įgyvendinti. Latvija ir Estija siekia projektą sukoncentruoti Rygoje registruotoje bendrovėje „RB Rail AS“, tačiau Lietuva tam kategoriškai prieštarauja. Ginčų kyla ne tik dėl projekto įgyvendinimo, bet ir dėl užbaigtos infrastruktūros valdymo modelio.
NEU;S. Skvernelis: biudžeto deficitas yra tvarus
NEU;Trečiadienį Vyriausybei patvirtinus kitų metų biudžeto projektą, kuriame numatomas 5% biudžeto deficitas, premjeras Saulius Skvernelis sako, kad deficitas yra tvarus.
NEG;S. Skvernelis pabrėžė, kad biudžete nėra numatytas perteklinis išlaidavimas.
NEG;šių metų valdžios sektoriaus deficitas – skirtumas tarp išlaidų ir pajamų – gali siekti 8,8% BVP. Skylė biudžete susidarė dėl papildomų valdžios išlaidų, siekiant sumažinti koronaviruso krizės žalą, ir dėl sumažėjusių pajamų susitraukus ekonomikai.
NEG;„Ekonovus“ Vilniaus apygardos teismui pateikė ieškinį, kuriame prašo PTO iškelti bankroto bylą. Posėdis paskirtas lapkričio 9 dieną.
NEG;„Mes nutraukinėjame sutartis, keliame bankroto bylą dėl 2019 metų. Su jais 2020 metų sutartis nutraukėme, jie traktuoja, kad nenutraukėme, tai sąskaitas išrašo. Manome, kad jų bankrotas neišvengiamas“, – BNS sakė bendrovės vadovas Romas Draskinis.
POS;Trys dešimtys parlamentarų iš įvairių frakcijų siūlo Seimui Vilniaus metro projektą pripažinti ypatingos valstybinės svarbos. Be to, siūloma Vyriausybei pradėti projekto įgyvendinimą.
NEU;Remiantis „Financial Times“ informacija, ES lyderiai įsitikinę, kad po to, kai Jungtinės Karalystės (JK) premjeras, iniciavo vidaus rinkos įstatymo projektą, kuris prieštarauja jau pasirašytam „Brexit“ susitarimui, britais pasitikėti nebegalima.
NEG;"Skatinamąja finansine priemone „Portfelinės garantijos paskoloms 2“ gali pasinaudoti didelės ir smulkios bei vidutinės verslo įmonės, atitinkančios bent vieną iš išvardintų sąlygų: 2019 m. pabaigoje jos nebuvo laikomos sunkumus patiriančiomis, tačiau po karantino paskelbimo susidūrė su likvidumo problemomis; apyvarta po paskelbto karantino sumažėjo daugiau kaip 30%; finansiniai srautai tapo nepakankami turimiems įsipareigojimams dengti arba skubaus padengimo rodiklio reikšmė nukrito žemiau 1."
NEU;„City Service“ anksčiau teigė, kad bendrovei nuo 2002 m. suefektyvinus šilumos tiekimą, Vilnius už darželių ir mokyklų šildymą mokėjo gerokai mažiau nei iki sutarčių pasirašymo ar joms pasibaigus, ir buvo „sutaupyta apie 20 mln. Eur“.
POS;Bendrovės teigimu, 2013 m. rugpjūtį Lietuvos Aukščiausiasis Teismas (LAT) nutarė, jog sutartis su savivaldybe yra teisėta. Kiek anksčiau, 2012 m. Generalinė prokuratūra, tyrusi sutarties teisėtumą, anot „City Service“, taip pat nerado nusikaltimo sudėties ir tyrimą nutraukė.
NEU;LAT tuomet nutarė, kad sutartis yra teisėta, tračiau teisėjų kolegija apie galimą viešojo intereso pažeidimą informavo Generalinę prokuratūrą, kad ji pareikštų ieškinį viešajam interesui ginti. Anot teismo, byloje nebuvo nustatyta, ar sutarties šalys vykdė mokėjimus pagal sutartį, ar „City Service“ atsiskaitinėjo su „Vilniaus energija“.
NEG;Finansinių nusikaltimų tyrimo tarnyba (FNTT) tuomet įtarė, jog nuostoliai susidarė Vilniaus savivaldybei perkant šilumą iš „City Service“. Pasak tyrėjų, nuo 2002 m. savivaldybė su įmone atsiskaitė pagal formulę, į kurią įtrauktos ir šilumos bei karšto vandens tiekimo paslaugos.
NEG;šalyje nerimstant taikiems protestams, A. Lukašenka kaltinimus metė JAV
POS;Tiek labai mažoms, mažoms ir vidutinėms įmonėms skirtu kvietimu, tiek kvietimu, kuriuo galėjo pasinaudoti didelės įmonės, buvo numatyta skirti po 1,65 mln. Eur ES investicijų. Pagal labai mažoms, mažoms ir vidutinėms įmonėms skirtą kvietimą teigiamai įvertinta 70 projektų, kuriems skirtas 8,29 mln.Eur finansavimas. Pagal didelėms įmonėms skirtą kvietimą buvo teigiamai įvertinta 14 paraiškų, iš jų 6 projektams finansuoti pakako kvietime numatytos sumos, ir jiems jau buvo skirtas 1,64 mln. Eur finansavimas. Likusiems 8 projektams dabar skirtas 2,09 mln. Eur finansavimas. Pagal abu kvietimus trūkstama 8,72 mln. Eur suma bus skiriama iš Ateities ekonomikos DNR plane numatytų lėšų.
POS;Pasinaudojusios investicijomis Lietuvos pramonės įmonės įgyvendins projektus, kuriais bus įrengiamos saulės elektrinės, biokuro katilai, šilumos siurbliai ir šilumokaičiai, biodujų jėgainės.
POS;Pirmą kartą Lietuvoje vyksiančio festivalio „ADC*LT“ konferencijos pranešėjai paskutinį rugpjūčio penktadienį Vilniuje kūrybiškumo temą narplios įvairiausiais kampais – nuo dirbtinio intelekto bei didžiųjų duomenų vaidmens dizaino kūrime iki to, kaip plėsti mąstymo ribas kūrybiniame darbe ir gelbėtis iš pasaulį apimančios kūrybiškumo krizės. Pasak konferencijos organizatorių, festivalio „ADC*LT“ programa kurta taip, kad būtų originali ir įvairiapusiška bei renginio dalyviams pasiūlytų Lietuvoje dar negirdėtus pranešėjus ir naujas temas.
NEG;Vilniaus apygardos administracinis teismas penktadienį pranešė atmetęs verslininko Antano Petrošiaus skundą dėl Generalinės prokuratūros sprendimo nepripažinti jo pranešėju.
NEG;A. Petrošius Generalinei prokuratūrai pavasarį pranešė, kad Specialiųjų tyrimo tarnybos (STT) pareigūnas tyrime, kuriame A. Petrošius yra įtariamasis, atliko neteisėtus veiksmus: darė poveikį ikiteisminio tyrimo teisėjams bei teikė tyrimo duomenis tretiesiems asmenims.
NEG;Prokuratūra tuomet nepripažino A. Petrošiaus pareiškėju, nes šis STT nedirba ir nėra susijęs jokiais tarnybos darbo ar sutartiniais santykiais. Prokuratūra tuomet taip pat konstatavo, kad yra pagrindo manyti, jog buvo padarytas teisės pažeidimas ar net nusikalstama veika, todėl perdavė A. Petrošiaus informaciją kitam padaliniui.
NEG;Teismas pritarė, kad A. Petrošius šios normos neatitinka ir nurodė, kad aplinkybės, dėl kurių jis sužinojo apie STT pareigūno susirašinėjimus ir jų turinį, yra susijusios su anksčiau minėtu ikiteisminiu tyrimu.
NEG;Bendrovės „Solis tribus“ akcininkas A. Petrošius balandžio mėnesį buvo sulaikytas, įtariant neteisėtu poveikiu STT pareigūnams. Teisėsauga teigė, kad jis ir trys tuo pat metu sulaikyti advokatai – Giedrius Danėlius, Valdas Rakauskas ir Dainius Baronas – siekė neteisėtai paveikti ir šantažuoti STT vadovą žydrūną Bartkų bei tyrėją Vilija Kerbelienę.
NEG;Prokuratūra tuomet sakė, kad pas įtariamuosius rasta surinkta asmeninė ir tarnybinė informacija apie STT pareigūną – manoma, kad pasinaudojus šiais duomenimis galėjo būti siekiama, kad aukštas pareigas užimantys STT pareigūnai priimtų verslininkui palankius sprendimus Nacionalinio kraujo centro bylos ikiteisminiame tyrime.
NEG;BNS gauta teismo nutartis parodė, kad advokatui G. Danėliui pareikšti įtarimai yra susiję su jo ketinimais panaudoti kompromituojančią informaciją apie STT kriminalinės žvalgybos pareigūną Renatą Martišių.
NEG;Volstryto analitikai tikslinę „S&P 500“ indekso vertę padidina kone kasdien. Pavyzdžiui, „Goldman Sachs“ analitikai, anksčiau manę, kad nemokios paskolos bei apkarpyti dividendai lems indekso vertės kritimą, dabar prognozuoja, jog ji turėtų išaugti iki 3.600 punktų, tai yra, dar apie 6%.
POS;Baimė praleisti progą investuoti lėmė greičiausią kada nors matytą indekso atsigavimą po staigaus jo kritimo kovo mėnesį. Pakilęs daugiau nei 50% per mažiau nei pusę metų, „S&P 500“ paskutinėmis savaitėmis pasiekė naują rekordinį lygį, pakilęs virš 3.400 punktų ribos.
NEG;žvelgiant į ateitį išlieka daug neapibrėžtumo – tokie rodikliai kaip mokėjimai kortelėmis bei elektros suvartojimas Jungtinėje Karalystėje vis dar gerokai mažesni nei prieš pandemiją, kai kitose Europos šalyse jie beveik grįžę į įprastą lygį. šalies darbo rinka yra vienas didžiausių rūpesčių, nes metų pabaigoje nustojus galioti valstybės paramai, nedarbo lygis gali dar labiau išaugti. Naujausiais duomenimis, dirbančių žmonių šalyje skaičius šiuo metu yra apie 730.000 mažesnis, palyginti su kovo mėnesiu.
POS;Aukso kaina nuo metų pradžios yra paaugusi apie 30%. Jos augimą paskatino centrinių bankų ir vyriausybių vykdoma politika. JAV dolerio silpnėjimas, nerimas dėl pandemijos ir geopolitinis nestabilumas taip pat daro teigiamą įtaką šio tauriojo metalo kainai.
NEU;Baltijos biržose, Estijos bankai „LHV Group“ ir „Coop Pank“ paskelbė liepos mėn. rezultatus, dėl kurių bankų akcijos brango atitinkamai 1,8% ir 1,5%. „LHV Group“ pranešė apie aktyvesnį nei įprastai mėnesį – geresnė nei tikėtasi ekonominė situacija leido 0,5 mln. Eur sumažinti atidėjimus nemokioms paskoloms, didėjo paskolų portfelis bei augo naujų klientų skaičius, o šių metų finansinį planą bankas jau viršijo 5,7 mln. Eur. Gerais rezultatais džiaugėsi ir bankas „Coop Pank“, liepą auginęs klientų bazę, paskolų bei indėlių portfelį ir per mėnesį uždirbęs 678.000 Eur pelno.
NEU;„Manau, kad alternatyva jungti nacionalines plėtros įstaigas šiuo metu netinkama, nes tos įmonės aktyviai įgyvendina paramos verslui teikimo priemones dėl COVID-19 pandemijos. Bet koks įsikišimas į šių pagalbos priemones įgyvendinančių įmonių gyvenimą sukeltų daugiau chaoso, darbuotojai gyventų nežinomybėje, o tai tikrai nepaspartintų pagalbos verslui, todėl ši alternatyva, mano galva, nėra tinkama“, – pranešime cituojamas R. Sinkevičius.
POS;„Lietuvos bankas šioje ministerijos darbo grupėje dalyvavo ministerijos kvietimu tik teikdamas ekspertinę pagalbą (koks yra banko licencijavimo procesas ir jo trukmė, kokie taikomi kapitalo reikalavimai ir pan.), kad politikos formuotojai galėtų priimti pamatuotus sprendimus. Bet kuriuo atveju, sprendimą dėl vienokios ar kitokios formos valstybinio lygio plėtros įstaigos (banko) priims vykdomoji valdžia atsižvelgiant į išsamią alternatyvų analizę“, – Vž atsiųstame komentare teigė Jekaterina Govina, Lietuvos banko Priežiūros tarnybos direktorė.
NEG;G. Nausėda poziciją paskelbė po to, kai A. Lukašenka šeštadienį pareiškė, kad prie šalies sienų užfiksuotas NATO pajėgų „rimtas judėjimas“, todėl įvedama aukščiausio lygio kovinė parengtis.
NEG;Telšių vaistų gamykla susidūrė su finansinėmis problemomis
NEG;Dalis su Europos Sąjungos investicijomis pastatytos vaistų gamyklos UAB „Escolit“ nekilnojamojo turto areštuota – tokį pirmos instancijos teismo sprendimą patvirtino Lietuvos apeliacinis teismas.
NEU;„Teisminio proceso pradžioje taikomos laikinosios apsaugos priemonės turi būti tik tokios, kad jos iš esmės nestabdytų ir netrikdytų įmonių komercinės ūkinės veiklos, t. y. įmonės komercinė ūkinė veikla negali nukentėti dėl pradėtų teisminių procesų“, – pabrėžiama Apeliacinio teismo byloje.
NEG;Baltarusijos prezidentas Aliaksandras Lukašenka šeštadienį pareiškė, kad prie šalies sienų užfiksuotas NATO pajėgų „rimtas judėjimas“, todėl įvedama aukščiausio lygio kovinė parengtis.
NEG;Baltarusiją šiuo metu yra apėmusi gili politinė krizė, besitęsianti nuo rugpjūčio 9-ąją įvykusių prezidento rinkimų, kurių triuškinamu nugalėtuoju oficialiai buvo paskelbtas nuo 1994 metų šaliai vadovaujantis autoritarinis lyderis A. Lukašenka. Opozicija ir Vakarų šalys šiuos rinkimus laiko suklastotais.
NEG;Teisėsaugai brutaliai malšinant opozicijos šalininkų protestus buvo sulaikyta apie 7% žmonių. Neramumai Baltarusijoje pareikalavo mažiausiai trijų demonstracijų dalyvių gyvybių, šimtai buvo sužeisti.
NEU;Specialistų trūkumas augina mokymų startuolius – „Turing College“ pritraukė 1,2 mln. Eur
POS;1,2 mln. Eur pradinių investicijų pritraukęs mokymų startuolis „Turing College“ pradeda stojančiųjų atranką į duomenų mokslo (angl. Data Science) studijų programą.
NEU;Bendradarbiaudama su technologijų kompanijomis, ši „alternatyvi aukštoji mokykla“ (startuolį taip apibūdina jo įkūrėjai) rengs 6 arba 12 mėnesių intensyvias nuotolines studijas ir baigusiems, kaip tikina „Turing College“ vadovai, garantuoja darbą aukštesnio lygio ar vadovaujančiose pozicijose, kuriose atlyginimas viršija 2.200 Eur.
POS;Kaip įprasta, didžioji dalis investuotos sumos yra ES fondų lėšos, tiksliau – ES Mokslinės plėtros fondo. Tačiau „Turing College“ sudomino ir verslo angelus bei privačias bendroves, kurioms vis dar trūksta darbuotojų.
POS;Spalį Lietuvoje mokslo metus pradėsiantis „Turing College“ į studijas ketina priimti apie 30 būsimųjų duomenų mokslo specialistų. Bendrovės pranešime teigiama, kad kandidatų atrankoje, kurią sudarys praktinės užduotys ir dalykinis pokalbis, bus vertinami ne pažymiai, o stojančiųjų asmeninės savybės, motyvacija ir profesinio augimo potencialas. Atrankoje dalyvaus ir būsimieji darbdaviai.
NEG;Pirmosiomis protestų dienomis milicijai brutaliai mėginant malšinti demonstracijas buvo sulaikyta beveik 7.000 žmonių. šimtai protestuotojų buvo sužeisti ir hospitalizuoti, taip pat buvo daug pranešimų apie sulaikytųjų mušimus, kankinimus ir prieš juos nukreiptą psichologinį smurtą. Mažiausiai trys protestų dalyviai žuvo.
NEU;Finansų ministras Beratas Albayrakas, R. T. Erdogano žentas, kalbėdamas iš „Fatih“, sakė, kad naujasis atradimas ir ateities potencialas gali padėti Turkijai sumažinti pastaruoju metu didėjusį biudžeto deficitą, nes šaliai reikėtų mažiau mokėti už importuojamus energijos išteklius.
POS;Dėl teismų užtruko irklavimo bazės Kauno Lampėdžio ežere įrengimas. Savivaldybės atstovai teigia, kad teismui priėmus palankų sprendimą, sutartis dėl darbų gali būti pasirašyta jau kitą savaitę.
POS;„Teismas šį ketvirtadienį priėmė Kauno savivaldybei palankų sprendimą – panaikino bendrovės „HSC Baltic“ prašymą dėl laikinųjų apsaugos priemonių taikymo. Kitą savaitę tikimės pasirašyti sutartį su konkurso laimėtoju ir kaip įmanoma greičiau pradėti irklavimo trasos įrengimo darbus“, – BNS atsiųstame komentare teigė Kauno savivaldybės Teisės ir konsultavimo skyriaus vedėjos pavaduotoja Kristina Kripienė.
NEG;Anksčiau Kauno apygardos teismas pripažino, kad Kauno miesto savivaldybė pagrįstai atmetė Vilniaus statybų bendrovės „HSC Baltic“ pasiūlymą irklavimo bazės Lampėdžio ežere statybos darbų konkurse.
NEU;Teismo dokumentuose nurodoma, kad konkurso eilėje geriausiu pasiūlymu pripažintas bendrovių „Hidrum“ ir „Statybų kodas“ pasiūlymas. Tačiau pasirašyti sutarties ir pradėti darbų savivaldybė negalėjo, nes birželį „HSC Baltic“ prašymu buvo pritaikytos laikinosios apsaugos priemonės iki įsigalios nutartis.
POS;Pirmajame ture daugiau palaikymo sulaukė E. Pupinis – už jį balsavo 29,46% rinkėjų, už G. Palucką – 19,99%.
NEU;„Jau rytoj kalbėsime su naujos frakcijos nariais, kuriuose komitetuose dirbime, ką darysime su biudžeto deficitu, o savo reikalus išsispręsime per ateinančius mėnesius ir gegužę vyksiančiame partijos suvažiavime. Nereikia skubėti su išvadomis, kol dar tvyro emocijų sūkurys, išvadas pasidarysime ramiai apsvarstę“, – sakė G. Paluckas.
POS;„Aš tikiuosi stiprios centro dešinės koalicijos. Manau, kad akivaizdu, jog dalyje programinių nuostatų turime sąlyčio taškų su konservatoriais ir Laisvės partija. Su Laisvės partija sutartume žmogaus teisių klausimais, su konservatoriais – švietimo ir kitais klausimais“, – LRT teigia Viktorija čmilytė-Nielsen, Liberalų sąjūdžio lyderė.
